loss,mae,val_loss,val_mae
210.4814910888672,210.4814910888672,213.51551818847656,213.51551818847656
203.8838653564453,203.8838653564453,202.0352020263672,202.0352020263672
185.35389709472656,185.35389709472656,176.18394470214844,176.18394470214844
149.04946899414062,149.04946899414062,137.67800903320312,137.67800903320312
116.16356658935547,116.16356658935547,124.08368682861328,124.08368682861328
108.30760192871094,108.30760192871094,121.62700653076172,121.62700653076172
105.0663070678711,105.0663070678711,120.04381561279297,120.04381561279297
103.08355712890625,103.08355712890625,119.22863006591797,119.22863006591797
102.03932189941406,102.03932189941406,117.55009460449219,117.55009460449219
100.68192291259766,100.68192291259766,116.41804504394531,116.41804504394531
99.52610778808594,99.52610778808594,115.39315032958984,115.39315032958984
98.7047348022461,98.7047348022461,114.3878173828125,114.3878173828125
97.6079330444336,97.6079330444336,113.92562866210938,113.92562866210938
96.71802520751953,96.71802520751953,112.51300811767578,112.51300811767578
95.86469268798828,95.86469268798828,111.84771728515625,111.84771728515625
95.17700958251953,95.17700958251953,111.12543487548828,111.12543487548828
94.3618392944336,94.3618392944336,110.31179809570312,110.31179809570312
93.66985321044922,93.66985321044922,110.01290893554688,110.01290893554688
93.00094604492188,93.00094604492188,109.02342224121094,109.02342224121094
92.32239532470703,92.32239532470703,108.30883026123047,108.30883026123047
91.7367935180664,91.7367935180664,107.67444610595703,107.67444610595703
91.19518280029297,91.19518280029297,107.35150146484375,107.35150146484375
90.56719970703125,90.56719970703125,106.94915771484375,106.94915771484375
90.07942199707031,90.07942199707031,106.39864349365234,106.39864349365234
89.46226501464844,89.46226501464844,106.01893615722656,106.01893615722656
88.96369171142578,88.96369171142578,105.03703308105469,105.03703308105469
88.29764556884766,88.29764556884766,105.68477630615234,105.68477630615234
88.00128173828125,88.00128173828125,104.63876342773438,104.63876342773438
87.57495880126953,87.57495880126953,104.69100952148438,104.69100952148438
87.16907501220703,87.16907501220703,103.6639633178711,103.6639633178711
86.7718276977539,86.7718276977539,103.27142333984375,103.27142333984375
86.5553207397461,86.5553207397461,103.22506713867188,103.22506713867188
86.18433380126953,86.18433380126953,102.97949981689453,102.97949981689453
85.90382385253906,85.90382385253906,102.48836517333984,102.48836517333984
85.66307067871094,85.66307067871094,102.30752563476562,102.30752563476562
85.4473876953125,85.4473876953125,102.04087829589844,102.04087829589844
85.3193130493164,85.3193130493164,101.8558578491211,101.8558578491211
85.04154968261719,85.04154968261719,102.22853088378906,102.22853088378906
84.78538513183594,84.78538513183594,101.83171081542969,101.83171081542969
84.89014434814453,84.89014434814453,101.71174621582031,101.71174621582031
84.66328430175781,84.66328430175781,101.18724822998047,101.18724822998047
84.5361557006836,84.5361557006836,101.11780548095703,101.11780548095703
84.59379577636719,84.59379577636719,101.15723419189453,101.15723419189453
84.35408020019531,84.35408020019531,100.7058334350586,100.7058334350586
84.13345336914062,84.13345336914062,101.2060546875,101.2060546875
84.02010345458984,84.02010345458984,100.65110778808594,100.65110778808594
83.99149322509766,83.99149322509766,101.0029296875,101.0029296875
83.8943862915039,83.8943862915039,100.40492248535156,100.40492248535156
83.81902313232422,83.81902313232422,100.54498291015625,100.54498291015625
83.64240264892578,83.64240264892578,101.73049926757812,101.73049926757812
83.77906036376953,83.77906036376953,100.25322723388672,100.25322723388672
83.5757064819336,83.5757064819336,100.29203796386719,100.29203796386719
83.6091079711914,83.6091079711914,100.6448745727539,100.6448745727539
83.51136779785156,83.51136779785156,99.9399642944336,99.9399642944336
83.6258316040039,83.6258316040039,99.94011688232422,99.94011688232422
83.42981719970703,83.42981719970703,99.80877685546875,99.80877685546875
83.20925903320312,83.20925903320312,100.00055694580078,100.00055694580078
83.19661712646484,83.19661712646484,100.3893051147461,100.3893051147461
83.23421478271484,83.23421478271484,99.69346618652344,99.69346618652344
83.44806671142578,83.44806671142578,99.7665023803711,99.7665023803711
83.25119018554688,83.25119018554688,99.84722137451172,99.84722137451172
83.29821014404297,83.29821014404297,99.73807525634766,99.73807525634766
83.13677978515625,83.13677978515625,100.29243469238281,100.29243469238281
83.11466217041016,83.11466217041016,99.4553451538086,99.4553451538086
83.17465209960938,83.17465209960938,99.84912872314453,99.84912872314453
82.95665740966797,82.95665740966797,99.51349639892578,99.51349639892578
82.85999298095703,82.85999298095703,99.98674774169922,99.98674774169922
82.97454833984375,82.97454833984375,99.53453063964844,99.53453063964844
82.91508483886719,82.91508483886719,99.49871063232422,99.49871063232422
82.84843444824219,82.84843444824219,99.30142211914062,99.30142211914062
82.88674926757812,82.88674926757812,99.57229614257812,99.57229614257812
82.75943756103516,82.75943756103516,99.85120391845703,99.85120391845703
82.65323638916016,82.65323638916016,99.23859405517578,99.23859405517578
82.76221466064453,82.76221466064453,99.25968170166016,99.25968170166016
82.66829681396484,82.66829681396484,99.72743225097656,99.72743225097656
82.66531372070312,82.66531372070312,99.13066864013672,99.13066864013672
82.5864486694336,82.5864486694336,99.57642364501953,99.57642364501953
82.60722351074219,82.60722351074219,99.19635772705078,99.19635772705078
82.568603515625,82.568603515625,99.85792541503906,99.85792541503906
82.67518615722656,82.67518615722656,99.0300521850586,99.0300521850586
82.3700180053711,82.3700180053711,99.3814926147461,99.3814926147461
82.48526763916016,82.48526763916016,99.19951629638672,99.19951629638672
82.45750427246094,82.45750427246094,99.21289825439453,99.21289825439453
82.3296127319336,82.3296127319336,99.44047546386719,99.44047546386719
82.38370513916016,82.38370513916016,99.02900695800781,99.02900695800781
82.3578109741211,82.3578109741211,99.05590057373047,99.05590057373047
82.2652816772461,82.2652816772461,98.86483001708984,98.86483001708984
82.403076171875,82.403076171875,99.13999938964844,99.13999938964844
82.2898941040039,82.2898941040039,99.12792205810547,99.12792205810547
82.46321868896484,82.46321868896484,98.99982452392578,98.99982452392578
82.25318908691406,82.25318908691406,98.79588317871094,98.79588317871094
82.1841049194336,82.1841049194336,98.98252868652344,98.98252868652344
82.0433578491211,82.0433578491211,99.20447540283203,99.20447540283203
82.22982025146484,82.22982025146484,98.79574584960938,98.79574584960938
82.14901733398438,82.14901733398438,99.41915130615234,99.41915130615234
82.24172973632812,82.24172973632812,99.2754135131836,99.2754135131836
82.13003540039062,82.13003540039062,98.6519775390625,98.6519775390625
82.18504333496094,82.18504333496094,98.80513763427734,98.80513763427734
82.10838317871094,82.10838317871094,98.96215057373047,98.96215057373047
82.06996154785156,82.06996154785156,98.70941162109375,98.70941162109375
82.05973052978516,82.05973052978516,98.84318542480469,98.84318542480469
81.93126678466797,81.93126678466797,98.97537231445312,98.97537231445312
82.0096435546875,82.0096435546875,98.72899627685547,98.72899627685547
81.86431121826172,81.86431121826172,98.6925277709961,98.6925277709961
81.98406219482422,81.98406219482422,99.14851379394531,99.14851379394531
81.99260711669922,81.99260711669922,98.64002990722656,98.64002990722656
81.95172882080078,81.95172882080078,98.55218505859375,98.55218505859375
81.86288452148438,81.86288452148438,98.70327758789062,98.70327758789062
81.7720947265625,81.7720947265625,98.67207336425781,98.67207336425781
81.87064361572266,81.87064361572266,98.65240478515625,98.65240478515625
81.81083679199219,81.81083679199219,98.644775390625,98.644775390625
81.95844268798828,81.95844268798828,98.64485931396484,98.64485931396484
81.6106185913086,81.6106185913086,99.21369171142578,99.21369171142578
81.9131088256836,81.9131088256836,98.88411712646484,98.88411712646484
81.7452621459961,81.7452621459961,98.58666229248047,98.58666229248047
81.783935546875,81.783935546875,98.4753646850586,98.4753646850586
81.81480407714844,81.81480407714844,98.69963073730469,98.69963073730469
81.68639373779297,81.68639373779297,99.09363555908203,99.09363555908203
81.82565307617188,81.82565307617188,98.48381805419922,98.48381805419922
81.6795425415039,81.6795425415039,99.36824035644531,99.36824035644531
81.7139892578125,81.7139892578125,99.39379119873047,99.39379119873047
81.73654174804688,81.73654174804688,98.38961791992188,98.38961791992188
81.60991668701172,81.60991668701172,98.50558471679688,98.50558471679688
81.54640197753906,81.54640197753906,98.49470520019531,98.49470520019531
81.71296691894531,81.71296691894531,98.32405090332031,98.32405090332031
81.4404296875,81.4404296875,99.07581329345703,99.07581329345703
81.56343841552734,81.56343841552734,98.7145004272461,98.7145004272461
81.53311157226562,81.53311157226562,98.51190185546875,98.51190185546875
81.62865447998047,81.62865447998047,98.73843383789062,98.73843383789062
81.44338989257812,81.44338989257812,98.25599670410156,98.25599670410156
81.48703002929688,81.48703002929688,98.93305969238281,98.93305969238281
81.50267791748047,81.50267791748047,98.5869140625,98.5869140625
81.4671859741211,81.4671859741211,98.38158416748047,98.38158416748047
81.52751159667969,81.52751159667969,98.51151275634766,98.51151275634766
81.43094635009766,81.43094635009766,98.30912017822266,98.30912017822266
81.38465118408203,81.38465118408203,98.39559936523438,98.39559936523438
81.47235870361328,81.47235870361328,98.4771728515625,98.4771728515625
81.34022521972656,81.34022521972656,98.5348129272461,98.5348129272461
81.33240509033203,81.33240509033203,98.66344451904297,98.66344451904297
81.38249969482422,81.38249969482422,98.73299407958984,98.73299407958984
81.40106964111328,81.40106964111328,98.41704559326172,98.41704559326172
81.3495101928711,81.3495101928711,98.24647521972656,98.24647521972656
81.24004364013672,81.24004364013672,98.5025863647461,98.5025863647461
81.29167938232422,81.29167938232422,98.48574829101562,98.48574829101562
81.3388442993164,81.3388442993164,98.36468505859375,98.36468505859375
81.2095947265625,81.2095947265625,98.82237243652344,98.82237243652344
81.18031311035156,81.18031311035156,99.12401580810547,99.12401580810547
81.29320526123047,81.29320526123047,98.41912841796875,98.41912841796875
81.13903045654297,81.13903045654297,98.40831756591797,98.40831756591797
81.31689453125,81.31689453125,98.3521499633789,98.3521499633789
